release_month,english,developer,publisher,required_age,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price
Sep,1,Croteam VR,Devolver Digital;Croteam,0,55,820,138,8,8,50000-100000,29.99
May,1,Dualhaze,Dualhaze,18,0,14,20,238,238,0-20000,4.99
Sep,1,YETU GAME,YETU GAME,0,8,4198,233,63481,63490,200000-500000,0
Jun,1,Camex Games,Camex Games,0,0,120,83,27,27,50000-100000,0
Sep,1,SNK CORPORATION;DotEmu,SNK CORPORATION,0,10,21,18,36,36,0-20000,5.59
May,1,Shugasu GmbH,Shugasu GmbH,0,28,454,71,7194,7194,50000-100000,0
Mar,1,Automaton,Automaton,0,14,18666,6032,469,63,2000000-5000000,0
Apr,1,Beamdog,Beamdog,0,50,1134,60,229,229,200000-500000,14.99
May,1,Storm Sharks Production,Storm Sharks Production,0,13,48,20,213,213,20000-50000,1.99
Nov,1,Alexander Kov,Alexander Kov,0,10,13,16,271,271,0-20000,3.19
May,1,Носков Сергей,Носков Сергей,0,20,2113,873,211,286,100000-200000,5.99
Mar,1,Shiro Games,Shiro Games,0,133,12214,2314,601,430,500000-1000000,23.79
May,1,Marco Tancredi,Marco Tancredi,0,0,7,13,232,272,50000-100000,2.79
Sep,1,Frogdice,Frogdice,0,0,433,186,29,38,50000-100000,0
Jun,1,FreezeNova,FreezeNova,0,10,203,128,239,373,100000-200000,2.09
Nov,1,MAD Virtual Reality Studio,MAD Virtual Reality Studio,0,34,335,112,19,19,20000-50000,10.99
May,1,Hipix Studio,Dagestan Technology,0,0,57,82,255,256,200000-500000,3.19
May,1,From Soy Sauce LLC,From Soy Sauce LLC,0,12,39,26,239,239,20000-50000,5.59
Jun,1,Digital Dawn Studios,Back To Basics Gaming,0,0,134,120,219,221,200000-500000,0.79
May,1,VGstudio,VGstudio,0,0,89,138,384,399,200000-500000,3.99
Oct,1,Murray Lorden,MUZBOZ Games,0,0,30,1,1,1,20000-50000,0
May,1,Freakinware Studios,Freakinware Studios,0,0,3550,879,68,60,1000000-2000000,0
Nov,1,PIXOWL INC.,PIXOWL INC.,0,0,341,228,17,17,100000-200000,0
May,1,Astronomic Games,New Reality Games,0,0,113,98,257,256,200000-500000,2.79
May,1,Kyrylo Kuzyk,Kyrylo Kuzyk,0,8,272,17,180,180,20000-50000,2.79
Oct,1,The Digital Village,Nightdive Studios;Completely Unexpected Productions,0,0,27,6,3,3,0-20000,4.79
May,1,Sunight Games,Sunight Games,0,11,51,11,295,327,50000-100000,0.79
May,1,Four Winged Studio,Four Winged Studio,0,5,249,284,215,213,200000-500000,0.79
Jun,1,Dymchick1,Dymchick1,0,16,167,89,188,275,100000-200000,1.69
Aug,1,Jonathan Wood,Jonathan Wood,0,27,686,63,49,49,20000-50000,7.19
Jul,1,Frogshark,Frogshark,0,0,62,26,137,137,0-20000,10.99
May,1,STUDIO HG,STUDIO HG,0,20,369,123,162,162,20000-50000,8.99
May,1,Just1337 Studio,Just1337 Publisher,0,42,165,58,557,796,50000-100000,4.99
Jun,1,TPP Studio,TPP Studio,0,35,3517,530,1160,1394,200000-500000,4.79
May,1,Mojo Bones,BANDAI NAMCO Entertainment,0,24,115,164,212,212,0-20000,15.99
Jan,1,MarineVerse,MarineVerse,0,16,95,8,16,16,0-20000,15.49
May,1,Hello There AB,Hello There AB,0,0,68,15,253,253,0-20000,5.59
May,1,EnsenaSoft,EnsenaSoft,0,0,65,68,230,230,50000-100000,2.09
May,1,Just1337 Studio,Just1337 Publisher,0,14,314,81,430,154,100000-200000,4.99
Jul,1,Cloak and Dagger Games,Cloak and Dagger Games,0,9,906,143,51,51,100000-200000,0
May,1,Viswanath Atlu;Laurie Banks;Rohan Bhukan;Nick Burnham;Avinash Kalapala;Yash Kapani;Katharine Marsh;Ankur Rathore;Hardit Singh;Anoop Nihar Srinivas;Ryan Guanyuhao Jiang;Robert Zhu,Good Vibration Games,0,12,709,660,23,42,200000-500000,0
Sep,1,Pulsetense Games,KISS ltd,0,8,49,38,271,377,20000-50000,5.59
Jul,1,Lightspeed Studios™,Lightspeed Studios™,0,45,441,107,183,364,200000-500000,0
Dec,1,Mythical City Games,Mythical City Games,0,0,44,5,33,33,0-20000,11.39
May,1,Code Avarice,Digerati Distribution,0,0,94,26,282,282,0-20000,3.99
Aug,1,Bit Golem,Ultimate Games S.A.;PlayWay S.A.,0,63,1110,207,99,99,50000-100000,14.99
Aug,1,Polyslash,Polyslash,0,23,86,56,2,2,20000-50000,3.99
Nov,1,AutoAttack Games,AutoAttack Games,0,0,1425,507,878,878,50000-100000,15.49
Apr,1,Owlchemy Labs,Adult Swim Games,0,18,724,250,292,352,50000-100000,22.99
May,1,SnowFlame;Back To Basics Gaming,Back To Basics Gaming,0,0,564,116,222,226,500000-1000000,0.79
Jan,1,Free Lives,Devolver Digital,18,28,4826,468,64,63,200000-500000,5.19
Feb,1,Mediatonic;Flaming Fowl Studios,Mediatonic,0,0,365,153,82,106,100000-200000,0
May,1,takk,takk,0,7,188,46,264,324,200000-500000,0.79
Sep,1,Drizzly Bear,Drizzly Bear,0,0,437,137,319,383,20000-50000,14.99
May,1,Hangzhou NezhaGames,Hangzhou NezhaGames,0,0,22,21,1,1,50000-100000,0
Jan,1,Ratloop Asia,Reverb Triple XP,0,28,203,62,258,258,20000-50000,6.99
Jan,1,Ubisoft Entertainment,Ubisoft Entertainment,0,0,2923,2015,284,274,200000-500000,8.59
Sep,1,Ocelot Society,Ocelot Society,0,12,1339,335,131,131,100000-200000,14.99
Aug,1,Tribe Tea;Stas Shostak;Evgeniy Yudin;Alexzander Protasenya;Ruslan Viter,Stas Shostak,0,14,224,58,249,257,100000-200000,4.79
Jun,1,5Wolf,5Wolf,0,10,401,256,275,275,100000-200000,3.19
Oct,1,Noble Muffins,PlayWay S.A.,0,0,322,99,134,134,100000-200000,14.99
Jan,1,jumpsuit entertainment UG (haftungsbeschränkt),Ysbryd Games;WhisperGames,0,13,162,7,34,63,20000-50000,8.99
Dec,1,IMGN.PRO;Fool's Theory,IMGN.PRO,0,35,531,156,69,46,20000-50000,27.99
May,1,Lonely Troops,Lonely Troops,0,22,52,21,195,195,20000-50000,2.79
Jun,1,Kurisu no Patto,Kurisu no Patto,0,16,38,14,122,122,0-20000,6.99
Oct,1,DiezelPower,DiezelPower,0,68,389,88,338,338,50000-100000,5.99
Dec,1,Frozenbyte,Frozenbyte,0,54,934,344,221,327,100000-200000,15.49
Jun,1,Against Gravity®,Against Gravity®,0,0,3431,225,54,78,200000-500000,0
Jun,1,Ziga Games,Zotdinex,0,0,38,36,318,333,50000-100000,1.99
Jun,1,Neoclassic Games,Neoclassic Games,0,11,521,146,23,23,100000-200000,0
Jun,1,07th Expansion,MangaGamer,0,16,176,6,476,476,0-20000,5.59
Jun,1,Dracula Bytes,exosyphen studios,0,14,44,24,293,295,50000-100000,0.79
Jun,0,DreaMory,NVLMaker,0,10,546,46,805,805,0-20000,6.99
Jun,1,Eduard Mirica,New Reality Games,0,0,120,71,230,235,200000-500000,0.79
May,1,NodziGames,NodziGames,0,0,55,6,210,210,20000-50000,1.69
May,1,Nuno Donato,Nuno Donato,0,0,101,77,210,223,100000-200000,1.99
May,1,16bit Nights,Back To Basics Gaming,0,0,230,166,222,229,200000-500000,0.79
May,1,HUSH Interactive,Forever Entertainment S. A.,0,9,107,123,197,225,50000-100000,3.99
Aug,1,Sloclap,Devolver Digital,0,22,6395,3283,796,994,200000-500000,24.99
Jun,1,Akakiy Petrushkin,Akakiy Petrushkin;AYE Technology,0,7,210,328,243,260,200000-500000,0.79
Oct,1,MegawattsCo,Dagestan Technology,0,0,66,97,264,281,100000-200000,3.19
Jun,1,7DOTS,Dagestan Technology,18,6,1026,145,273,278,50000-100000,3.19
Dec,1,Neognosis,Neognosis,0,26,1142,117,23,30,100000-200000,5.79
Jul,1,nobodyshot;diman production,diman production,0,0,43,65,215,218,100000-200000,0.79
Jun,1,Monkeys Tales Studio,Monkeys Tales Studio,0,9,230,128,10,10,50000-100000,0
May,1,Manuel Pazos;Daniel Celemín,Manuel Pazos;Daniel Celemín,0,0,146,22,190625,190625,50000-100000,0
Jun,1,White Rabbit Games,White Rabbit Games,0,18,46,46,204,212,100000-200000,0.79
Oct,1,Transhuman Design,Transhuman Design,0,27,555,53,110,110,20000-50000,6.99
Aug,1,Nerial,Devolver Digital,0,13,4939,579,59,71,200000-500000,1.99
Oct,1,Norse;Piko Interactive,Piko Interactive LLC;Classics Digital,0,0,9,4,418,418,0-20000,3.99
Jun,1,Anatoliy Loginovskikh,Anatoliy Loginovskikh,0,1,235,94,182,195,50000-100000,0.79
May,1,ErayTek,ErayTek,0,39,31,17,445,453,50000-100000,1.69
May,1,Nawia Games,Forever Entertainment S. A.,0,16,96,71,224,256,20000-50000,3.99
Sep,1,Remedy Entertainment,Microsoft Studios,0,42,10249,1929,331,398,1000000-2000000,29.99
Aug,1,Iron Lore Entertainment;THQ Nordic,THQ Nordic,0,88,10566,1025,739,562,2000000-5000000,17.99
Apr,1,Introversion Software,Introversion Software,0,0,1491,235,15,23,100000-200000,4.79
Jun,1,André Bertaglia,André Bertaglia,0,0,100,99,250,241,50000-100000,1.69
Aug,1,Bmc Studio,Bmc Studio,0,0,269,163,312,312,50000-100000,1.59
Nov,1,Warm Lamp Games,Alawar Premium,3,60,9947,1095,240,227,500000-1000000,6.99
Apr,1,Stupid Stupid Games,Stupid Stupid Games,0,33,32,13,23,23,0-20000,3.99
Aug,1,Jon Gallant,jgallant,0,18,576,54,4420,4420,50000-100000,0
Dec,1,Fabio Ferrara,Chubby Pixel,0,24,292,136,367,386,200000-500000,0.79
Nov,1,Sledgehammer Games;Raven Software,Activision,18,35,10753,8288,309,324,500000-1000000,44.99
Jun,1,Starodymov,Riviysky,0,0,67,77,218,218,20000-50000,1.99
May,1,House of Secrets,House of Secrets,0,0,217,11,3,3,50000-100000,0
Oct,1,Asixa,Asixa,0,14,23,30,479,479,0-20000,6.99
Jul,1,No Brakes Games,Curve Digital,0,55,28371,2678,348,245,2000000-5000000,11.99
Jul,1,Novation Games,Novation Games,0,0,35,56,297,297,20000-50000,5.59
May,1,Andreas Hager Gaming,Andreas Hager Gaming,0,0,440,95,23,23,50000-100000,2.79
Jun,1,StrangeLight Games,StrangeLight Games,0,0,191,102,285,381,100000-200000,0.79
Sep,1,Sam Atlas,Mr. Sam Atlas,0,1,43,6,117,117,0-20000,0.79
Oct,1,Milestone S.r.l.,Milestone S.r.l.,0,35,1360,245,47,47,50000-100000,29.99
May,1,Ilja Saburov,!Lim studio,0,0,93,69,258,221,200000-500000,1.59
May,1,EnsenaSoft,EnsenaSoft,0,0,176,72,260,260,50000-100000,1.69
Jun,1,Zoom2Games;Melesta;Alawar Southpoint,Buka Entertainment,0,0,1,0,20,20,0-20000,5.59
May,1,Roman Anatolevich;Denis Ovsyannikov,Atriagames,0,0,101,64,272,294,50000-100000,1.99
Oct,1,Funcom,Funcom,0,20,1839,472,77,91,500000-1000000,0
Sep,1,Matthew Kania,Matthew Kania,0,11,239,13,1520,1520,0-20000,1.99
Jun,1,ClickGames,ClickGames,0,10,202,30,226,226,20000-50000,1.99
May,1,Arkane Studios,Bethesda Softworks,0,58,17808,2144,738,538,500000-1000000,19.99
Jun,1,Obsidian Entertainment,Asmodee Digital,0,16,285,169,9,9,100000-200000,11.39
Dec,1,Other Ocean Interactive,"Konami Digital Entertainment, Inc.",0,21,1855,368,2162,2226,100000-200000,14.99
Jun,1,Airwolt,Atriagames,0,17,251,113,278,294,100000-200000,4.79
Jul,1,LunarCore Games,LunarCore Games,0,26,45,11,127,127,0-20000,1.69
Dec,1,EXAMU,"XSEED Games;Marvelous USA, Inc.;Marvelous",0,51,375,46,198,198,20000-50000,14.99
Jun,1,SimProse Studios,SimProse Studios,0,0,30,39,209,214,100000-200000,0.79
Jul,1,Playata GmbH,European Games Group AG,0,0,1336,428,3,5,200000-500000,0
Oct,1,Mad Head Games,Mad Head Games,0,27,589,41,172,172,20000-50000,4.79
Dec,1,Z-Software,Aerosoft GmbH,0,21,121,224,175,175,20000-50000,18.1
Sep,1,sen,AGM PLAYISM,0,27,1168,49,1058,1058,50000-100000,3.99
Jul,1,Mothership Entertainment LLC,Team17 Digital Ltd,0,48,661,241,1432,1432,50000-100000,24.99
Jun,1,ZOV GAME STUDIO,ZOV GAME STUDIO,0,37,809,264,252,268,100000-200000,1.59
Jul,1,White Wizard Games,White Wizard Games,0,0,110,52,3,3,50000-100000,0
Jun,1,Lonely Troops,Lonely Troops,0,22,58,26,228,228,20000-50000,2.79
Oct,1,TeamCrew,Dear Villagers,0,0,101,20,239,239,20000-50000,4.99
Jun,1,StarSystemStudios™;Jaryd Brad Spann,StarSystemStudios™,0,10,157,96,246,231,200000-500000,0.79
Aug,1,Frima Studio,Frima Originals,0,12,32,5,204,204,0-20000,9.99
Jun,1,Indie Game Group,Indie Game Group,0,0,861,888,204,226,200000-500000,1.59
Jun,1,Nostalgia Hound;PiGravity,Back To Basics Gaming,0,0,77,97,213,226,200000-500000,0.79
Aug,1,DeXP,DeXP,0,10,375,77,177,217,100000-200000,1.59
Jul,1,FreezeNova,FreezeNova,0,7,233,110,373,373,50000-100000,0.79
Jun,1,Reflect Studios,Reflect Studios,18,11,1355,272,214,214,50000-100000,3.99
Oct,1,Proteus Studios,Sometimes You,0,32,91,19,321,340,200000-500000,3.99
Jun,1,Hipix Studio,Dagestan Technology,0,0,102,216,253,270,200000-500000,3.19
Nov,1,Second Reality,Dagestan Technology,0,0,98,256,248,300,100000-200000,3.19
Mar,1,Jaison Robson Gusava;SC Jogos,SC Jogos,0,25,36,53,499,499,20000-50000,0.79
Sep,1,SC Jogos,SC Jogos,0,5000,181,90,227,227,50000-100000,0.79
Jul,1,Stoic,Versus Evil,0,101,673,161,777,777,20000-50000,18.74
Jun,1,Carbomb Software;Nova Dimension,Nova Dimension,0,0,160,39,296,321,20000-50000,1.59
Jun,1,David Mulder;Tristan Hartz,David Mulder,0,0,27,13,203,208,20000-50000,2.79
Nov,1,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",0,79,9842,2667,3456,3224,200000-500000,39.99
Jun,1,CGGAMES,CGGAMES,0,0,38,11,245,236,50000-100000,0.79
Jun,1,CGGAMES,CGGAMES,0,0,27,14,281,254,20000-50000,0.79
Sep,1,Freshtrax,Freshtrax,0,0,317,409,229,274,200000-500000,0.79
Mar,1,Unusualsoft,Unusualsoft,0,6,2093,666,29,34,500000-1000000,0
Aug,1,Space Fractal;TempleTiger,Space Fractal,0,0,52,15,202,202,20000-50000,1.69
Oct,1,Springloaded,Springloaded,0,11,172,204,33,43,100000-200000,0
Aug,1,Space Fractal,Space Fractal,0,0,34,16,233,233,20000-50000,0.79
Apr,1,Evoluta Studio,Evoluta Studio,0,12,56,48,289,289,0-20000,5.99
Jun,1,Far Mills;Mysterytag,RunServer,0,30,232,82,195,195,20000-50000,5.59
Aug,1,Black Lime Studio,Black Lime Studio,0,16,141,54,211,230,50000-100000,0.79
Aug,1,Thrill Pill Games,Thrill Pill Games,0,12,66,39,299,328,20000-50000,0.79
Nov,1,Cooply Solutions,Cooply Solutions,0,21,8,3,8,8,0-20000,4.79
Feb,1,D247 Games,New Worlds Games,0,0,29,12,224,224,20000-50000,1.69
Jun,1,Axel Sonic,Axel Sonic,0,5,174,69,54,54,0-20000,1.59
Jun,1,K Bros Games,K Bros Games,0,26,304,79,388,389,100000-200000,0.79
Jun,1,Ductape studio,Ductape studio,0,6,562,386,147,147,20000-50000,0.79
May,1,Talentplace,KishMish Games,0,0,89,139,211,221,200000-500000,0.72
Feb,1,Cats Who Play,Cats Who Play,0,51,1770,282,47,47,100000-200000,10.99
Jul,1,Autonomic Interactive,New Reality Games,0,0,51,33,275,297,50000-100000,0.79
Jul,1,Archiact,Archiact Interactive Ltd.,0,16,25,2,5,5,20000-50000,3.99
Oct,1,Might and Delight,Might and Delight,0,83,3819,470,227,277,200000-500000,3.99
Jun,1,Vidas Salavejus,Vidas Salavejus,0,0,188,123,176,212,200000-500000,3.99
Jul,1,Tero Lunkka,Tero Lunkka,0,0,21,93,232,220,100000-200000,1.59
Jun,1,BlackOpzFX,BlackOpzFX Labs,0,16,12,9,95,95,0-20000,2.79
Mar,0,Maru Project Develop Team,Maru Project Develop Team,0,64,514,177,2654,2654,0-20000,6.99
Jun,1,Bigfingers,Bigfingers,0,25,314,37,336,336,20000-50000,10.29
Dec,1,Halfbrick Studios Pty Ltd,Halfbrick Studios Pty Ltd,0,15,448,77,195,195,50000-100000,10.99
Aug,1,EJRGames,EJRGames,0,16,52,101,7,7,20000-50000,3.99
Jun,1,Jamit Games,Curve Digital,0,20,9,10,9,9,0-20000,7.99
Mar,1,2 Zombie Games,2 Zombie Games,0,70,454,110,276,306,20000-50000,10.99
Jul,1,Blue Isle Studios;Virtual Basement LLC,Blue Isle Studios,0,50,2248,1333,962,962,100000-200000,19.49
Sep,1,Rhino Games,Rhino Games,0,13,168,70,198,210,200000-500000,7.19
Jun,1,Free Games Info;hyperboreanGames,Back To Basics Gaming,0,5,965,318,247,244,200000-500000,0.79
Jul,1,André Bertaglia,André Bertaglia,0,0,58,61,212,220,100000-200000,1.69
Nov,1,dadako,13AM Shipping Solutions;13AM Games,0,12,75,46,403,790,50000-100000,3.99
Jun,1,ThinkOfGames,ThinkOfGames,0,9,160,25,244,263,100000-200000,1.99
Jun,1,2DHD,2DHD,0,0,15,5,262,262,20000-50000,1.59
Jun,1,calme,Sekai Project,0,7,1306,126,283,332,100000-200000,6.99
Jul,1,Antizero company,Antizero company,0,45,58,16,212,214,100000-200000,1.69
Jun,1,EnsenaSoft,EnsenaSoft,0,0,59,44,232,232,20000-50000,1.69
Jun,1,EnsenaSoft,EnsenaSoft,0,0,54,49,229,229,20000-50000,0.79
Jun,1,EnsenaSoft,EnsenaSoft,0,0,63,28,219,219,50000-100000,0.79
Jul,1,Mihai Morosanu,Mihai Morosanu,0,0,252,46,211,211,50000-100000,0.79
May,1,Madmind Studio,Madmind Studio,0,36,991,1127,331,496,50000-100000,11.39
Jun,1,Wizard Games Inc,Wizard Games Inc,0,7,46,12,6,6,0-20000,4.79
Jun,1,AZAMATIKA,AZAMATIKA,0,6,484,49,13,13,20000-50000,0.79
Sep,1,For Fun Labs,For Fun Labs,0,0,1108,61,248,489,50000-100000,15.49
Aug,1,Vernacular Games,Vernacular Games,0,62,12,7,241,241,20000-50000,0.79
Nov,1,Frank Lucas,Metagaming B.V.,0,0,766,481,94,89,200000-500000,0
Jun,1,Russpuppy,Russpuppy,0,0,49,22,2,2,0-20000,1.59
Jul,1,Vifth Floor,Sekai Project,0,48,174,48,268,268,0-20000,6.99
Dec,1,Billy Goat Entertainment Ltd,Billy Goat Entertainment Ltd,0,25,162,41,129,129,20000-50000,9.99
Oct,1,Ubisoft San Francisco,Ubisoft,18,35,4840,2017,932,976,200000-500000,49.99
Feb,1,Grab Games,Grab Games,0,31,206,51,174,174,0-20000,23.79
Jun,1,iDev Games,iDev Games,0,0,102,65,327,399,50000-100000,3.99
Apr,1,Team Shifty,tinyBuild,0,14,862,128,87,151,50000-100000,10.99
Jun,1,Amaterasu Software,Amaterasu Software,0,0,354,214,236,264,200000-500000,0.79
Aug,1,Last Level;Aleson,Aleson,0,7,958,185,206,206,100000-200000,6.99
Jun,1,Super Punk Games,Super Punk Games,0,24,339,104,43,43,50000-100000,6.99
Jun,1,Anarchy Enterprises,Anarchy Enterprises,0,0,16,29,241,241,0-20000,1.99
Dec,1,BetaDwarf,BetaDwarf,0,38,13269,1687,381,192,500000-1000000,0
Sep,1,Fula Fisken,Fula Fisken,0,0,128,57,3,3,50000-100000,0
Jun,1,OneShark,Akupara Games,0,13,463,27,123,123,20000-50000,3.99
Jul,1,Proxy Studios,Slitherine Ltd.,0,56,944,278,69,69,50000-100000,30.99
Jun,1,Inferno Games,Inferno Games,0,0,12,15,215,215,0-20000,0.79
Oct,1,Bethesda Game Studios,Bethesda Softworks,18,75,47749,14719,2418,821,2000000-5000000,29.99
Jun,1,EnsenaSoft,EnsenaSoft,0,0,52,35,228,228,50000-100000,0.79
Jun,1,EnsenaSoft,EnsenaSoft,0,0,53,64,163,163,50000-100000,1.69
Aug,1,Rumpus,Deck13,0,10,59,22,430,430,0-20000,8.99
Feb,1,Bulkhead Interactive,Square Enix,0,0,3869,3623,639,846,200000-500000,15.99
Mar,1,Lunarch Studios,Lunarch Studios,0,114,697,146,384,437,500000-1000000,0
Jun,1,Walter Machado,Walter Machado,0,4,319,31,13,13,50000-100000,0
Jul,1,Digital Melody,Forever Entertainment S. A.,0,9,266,58,224,228,50000-100000,0.79
Aug,1,Viktor Lazarev,Dagestan Technology,0,0,86,96,256,258,100000-200000,3.19
Sep,1,Sinister Systems,Sometimes You,0,8,85,27,235,242,200000-500000,2.79
Nov,1,Anatoliy Loginovskikh,Anatoliy Loginovskikh,0,77,30,12,273,295,20000-50000,1.59
Jul,1,DYA Games,DYA Games,0,33,831,41,174,174,50000-100000,9.99
Jun,1,Vladis Fire,Vladis Fire,0,18,270,143,194,226,200000-500000,1.59
Jul,1,Maxime Vézina,Maxime Vézina,0,4,1636,173,20,22,200000-500000,0
Jun,1,Ballista Studios IVS,Ballista Studios IVS,0,27,78,23,604,604,0-20000,1.59
Jul,1,SnagBox,Atriagames,0,0,244,114,214,277,100000-200000,3.99
Jul,1,Charyb Games,Charyb Games,0,11,140,92,178,211,200000-500000,1.59
Jun,1,Jetdogs Studios;Zoom Out Games,Jetdogs Studios,0,23,237,29,7919,7919,20000-50000,1.99
Nov,1,Crenetic GmbH Studios,Aerosoft GmbH,0,21,698,461,523,744,50000-100000,18.1
Jun,1,EnsenaSoft,EnsenaSoft,0,0,58,39,231,231,50000-100000,1.69
Aug,1,Retrific,Retrific,0,35,60,17,215,215,20000-50000,1.99
Aug,1,Panda Indie Studio,New Reality Games,0,12,127,63,241,232,100000-200000,1.59
Jun,1,Brimo Studio;Sacred Walrus,Brimo Studio;Sacred Walrus,0,0,55,29,179,189,50000-100000,0.79
Oct,1,Osmotic Studios,Fellow Traveller,0,27,7045,651,223,248,2000000-5000000,7.19
Aug,1,Purin Productions,Purin Productions,0,0,37,10,13,13,0-20000,2.79
Nov,1,Rasul Mono,Efimov Max,0,23,308,71,239,246,200000-500000,3.19
Jul,1,Oryzhon Studios,Oryzhon Studios,0,15,42,18,265,265,20000-50000,1.59
Aug,1,Cats Who Play,Cats Who Play,0,13,219,44,250,250,20000-50000,2.09
Jul,1,Sapphire Dragon Productions,Sapphire Dragon Productions,0,3,24,6,276,276,20000-50000,2.09
Mar,1,Frozenbyte,GameTrust Games,0,26,230,77,567,567,20000-50000,14.99
Aug,1,Batovi Games Studio,Batovi Games Studio,0,85,223,22,209,209,0-20000,6.99
Jul,1,Yakovlev Vladislav,Yakovlev Vladislav,0,26,13,10,266,268,0-20000,5.59
Aug,1,Exordium Games,Exordium Games,0,75,676,89,70,70,50000-100000,0
Mar,1,Limbic Entertainment,Kalypso Media,16,40,3778,664,1345,1573,100000-200000,39.99
Jul,1,Zakos Games,Zakos Games,0,160,239,192,10247,499,100000-200000,0
Nov,1,WinterSpring Games,Black Shell Media,0,29,148,7,2,2,0-20000,7.19
May,1,Tequila Works;QLOC,Grey Box;Six Foot,0,31,2435,264,178,295,200000-500000,29.99
Jul,1,Red Matter Studio,Red Matter Studio,0,0,84,20,261,288,50000-100000,0.79
Nov,1,Frontier Developments,Frontier Developments,0,32,22004,2828,1069,482,1000000-2000000,29.99
Oct,1,Norn / Miel,Cherry Kiss Games,0,0,45,26,189,189,0-20000,6.99
Nov,1,"Forward Development, Ltd.","Forward Global Group, Ltd.",0,43,1606,668,171,198,100000-200000,20.51
Sep,1,Bedtime Digital Games,Bedtime Digital Games,0,23,410,74,516,516,20000-50000,14.99
Jul,1,Delusional Games,Back To Basics Gaming,0,16,78,213,202,220,200000-500000,0.79
Dec,1,Flynn's Arcade,Flynn's Arcade,0,0,82,63,218,217,100000-200000,3.99
Jan,1,Flynn's Arcade,Flynn's Arcade,0,0,117,113,233,238,200000-500000,3.99
Jun,1,LEVER Software,LEVER Software;Enjoy Games,0,13,171,47,233,260,200000-500000,3.19
Jun,1,Naarassusi Game,Naarassusi Publisher,0,7,36,38,262,266,100000-200000,3.99
Aug,1,Warptear Entertainment,Warptear Entertainment,0,33,19,10,247,247,20000-50000,1.59
Jul,1,Ionut Lucian Achiricioaei,Ionut Lucian Achiricioaei,0,0,43,19,80,80,50000-100000,0
Oct,1,Realmforge Studios,Kalypso Media Digital,16,60,8974,528,559,670,200000-500000,29.99
Jul,1,Ian Fitz,Ian Fitz,0,0,842,52,40,40,20000-50000,6.99
Sep,1,Blue Giraffe,GameHouse,0,18,580,47,394,394,20000-50000,9.99
Jul,1,NFA;AMASS,NFA,0,25,23,39,224,224,20000-50000,1.99
Feb,1,Taito,Forever Entertainment S. A.,0,237,84,52,29,29,0-20000,8.99
Dec,1,oneoreight,Rising Star Games,12,20,110,24,381,381,0-20000,24.99
Jun,1,Recreat4,Virtuactions,0,0,36,20,344,348,20000-50000,3.19
Mar,1,Suspicious Developments,Suspicious Developments,0,0,300,27,22,22,50000-100000,3.99
Aug,1,Sierra,Activision,0,0,32,15,70,126,100000-200000,7.99
Aug,1,Gunsquad,Dagestan Technology,0,10,48,27,285,295,50000-100000,3.19
Sep,1,Fabio Ferrara,Chubby Pixel,0,10,179,69,381,381,50000-100000,2.79
Sep,1,Cape of Games LLC,Cape of Games LLC,0,0,6,5,436,436,20000-50000,1.69
Aug,1,Sierra On-Line,Activision,0,0,41,8,6,6,50000-100000,4.99
Dec,1,Riviysky,Riviysky,0,0,38,38,266,303,20000-50000,1.59
Aug,1,Studio Binokle,Sometimes You,0,0,176,20,213,219,200000-500000,1.99
Jul,1,JCKSLAP,MBDL,0,15,10099,485,174,191,200000-500000,0.79
Aug,1,Neople,Neople,0,59,1706,604,1667,257,500000-1000000,0
Jul,1,Deceptive Games Ltd.,Deceptive Games Ltd.,0,16,24,13,7,7,0-20000,2.99
Oct,1,SP-time,SP-time,0,24,773,167,152,162,0-20000,8.99
Dec,1,Daniel McFarline,Daniel McFarline,0,0,45,2,209,209,20000-50000,0.79
Aug,1,Downpour Interactive,Downpour Interactive,0,0,2796,342,233,233,200000-500000,18.99
Jul,1,Frontwing,Frontwing USA,0,21,206,11,239,239,0-20000,6.99
Aug,1,Noio,Raw Fury,0,34,4619,741,221,221,500000-1000000,10.99
Sep,1,Midnight Games EIRL,Midnight Games EIRL,0,18,13,5,48,48,20000-50000,3.99
Oct,1,Atum Software,Sometimes You,0,0,13,15,283,283,0-20000,7.99
May,1,Mindillusion,Bitbox Ltd.,0,29,2053,1168,89,94,100000-200000,18.99
Dec,1,Belarus Games,BadDoge,0,3,156,233,321,332,50000-100000,1.59
Oct,1,Antonio Renna,Antonio Renna,0,0,207,268,138,138,20000-50000,0.75
Mar,1,Nerdook Productions,Digerati Distribution,0,22,560,127,875,875,50000-100000,5.99
Jul,1,DUCK,Sometimes You,0,50,177,200,208,224,200000-500000,0.79
Feb,1,Uncle Frost Team,Sometimes You,0,0,64,19,295,323,20000-50000,1.99
